0.500000	0.443820	0
0.500000	0.443820	0
0.500000	0.443820	0
0.518939	0.658602	0
0.533333	0.620690	1
0.500000	0.443503	0
0.500000	0.443503	0
0.500000	0.442196	0
0.498701	0.443804	0
0.522727	0.611111	1
0.500000	0.441860	0
0.501299	0.440233	0
0.500000	0.396946	0
0.500000	0.398496	0
0.523530	0.614286	1
0.498461	0.407273	0
0.496951	0.410714	0
0.498623	0.429467	0
0.498630	0.429906	0
0.535294	0.623809	1
0.498645	0.430770	0
0.498652	0.431193	0
0.498592	0.427653	0
0.495822	0.425397	0
0.546583	0.634999	1
0.495868	0.436923	0
0.424242	0.208334	0
0.475000	0.045459	0
0.482143	0.093752	0
0.552147	0.604336	1
0.500000	0.105262	0
0.493289	0.388664	0
0.496836	0.393130	0
0.495468	0.403571	0
0.510740	0.554348	1
0.492837	0.417763	0
0.493151	0.421875	0
0.495868	0.426332	0
0.495868	0.426332	0
0.509302	0.547210	1
0.495845	0.425868	0
0.495845	0.425868	0
0.495822	0.425397	0
0.495845	0.425868	0
0.514151	0.550218	1
0.495845	0.424051	0
0.498534	0.412371	0
0.498534	0.412371	0
0.498534	0.410345	0
0.511905	0.554348	1
0.498534	0.410345	0
0.498534	0.410345	0
0.498498	0.407801	0
0.498498	0.407801	0
0.509479	0.551948	1
0.498498	0.407801	0
0.500000	0.443820	0
0.500000	0.443503	0
0.492462	0.440443	0
0.514218	0.552402	1
0.488636	0.647519	0
0.500000	0.443503	0
0.500000	0.443503	0
0.498701	0.443804	0
0.512019	0.554825	1
0.498701	0.443804	0
0.500000	0.441860	0
0.498681	0.432836	0
0.500000	0.397728	0
0.512077	0.555066	1
0.498461	0.407273	0
0.498471	0.407942	0
0.497126	0.416666	0
0.498630	0.429906	0
0.534591	0.624366	1
0.498630	0.429906	0
0.498652	0.431193	0
0.495799	0.424920	0
0.498592	0.427653	0
0.524691	0.618812	1
0.497175	0.418301	0
0.481482	0.066666	0
0.459462	0.090908	0
0.473685	0.000000	0
0.523810	0.615385	1
0.491524	0.090911	0
0.507693	0.000000	0
0.496711	0.388000	0
0.495268	0.398496	0
0.523255	0.613207	1
0.493976	0.406360	0
0.492918	0.418831	0
0.495868	0.426332	0
0.495868	0.426332	0
0.534884	0.622642	1
0.495845	0.425868	0
0.495845	0.425868	0
0.495845	0.425868	0
0.495822	0.425397	0
0.521472	0.621360	1
0.495845	0.425868	0
0.495868	0.424528	0
0.498534	0.412371	0
0.498534	0.410345	0
0.526738	0.587412	1
0.498534	0.410345	0
0.498534	0.410345	0
0.498534	0.410345	0
0.498498	0.407801	0
0.502222	0.532359	1
0.498498	0.407801	0
0.498498	0.407801	0
0.500000	0.443820	0
0.500000	0.443503	0
0.509259	0.546038	1
0.518152	0.588732	0
0.503686	0.435754	0
0.500000	0.443503	0
0.500000	0.442196	0
0.512941	0.551948	1
0.498701	0.443804	0
0.500000	0.441860	0
0.500000	0.441860	0
0.496970	0.411348	0
0.509616	0.552631	1
0.498442	0.403704	0
0.498471	0.407942	0
0.498490	0.409253	0
0.495868	0.424528	0
0.514151	0.550218	1
0.498637	0.430340	0
0.498637	0.430340	0
0.501348	0.437690	0
0.495799	0.423077	0
0.510896	0.557017	1
0.498599	0.428115	0
0.501408	0.419672	0
0.482757	0.000000	0
0.463414	0.153843	0
0.512077	0.555066	1
0.463414	0.153843	0
0.492065	0.135136	0
0.498168	0.362790	0
0.498382	0.387352	0
0.535948	0.628272	1
0.495327	0.400000	0
0.493976	0.406360	0
0.492958	0.419355	0
0.495868	0.426332	0
0.535032	0.625640	1
0.495868	0.426332	0
0.495845	0.425868	0
0.495845	0.425868	0
0.495845	0.425868	0
0.522727	0.611111	1
0.495845	0.425868	0
0.495845	0.425868	0
0.495890	0.426791	0
0.498534	0.412371	0
0.522727	0.611111	1
0.498534	0.410345	0
0.498534	0.410345	0
0.498534	0.410345	0
0.498498	0.407801	0
0.534090	0.620370	1
0.498498	0.407801	0
0.498498	0.407801	0
0.500000	0.443820	0
0.500000	0.443820	0
0.544378	0.629807	1
0.500000	0.443820	0
0.481752	0.639594	0
0.500000	0.443503	0
0.500000	0.443503	0
0.542029	0.594872	1
0.500000	0.442196	0
0.498701	0.443804	0
0.500000	0.441860	0
0.501279	0.441261	0
0.510844	0.556769	1
0.498442	0.403704	0
0.498461	0.405109	0
0.498480	0.408602	0
0.497024	0.413195	0
0.509390	0.548596	1
0.498637	0.430340	0
0.498637	0.430340	0
0.498660	0.431611	0
0.497326	0.435435	0
0.514218	0.552402	1
0.498592	0.427653	0
0.498607	0.428572	0
0.500000	0.446108	0
